,LABEL,TEXT,PROCESSED_TEXT
1554,-1,U reach orchard already? U wan 2 go buy tickets first?,u reach orchard u wan 2 buy ticket
1555,-1,No. On the way home. So if not for the long dry spell the season would have been over,way home long dry spell season
1556,-1,Aight well keep me informed,aight inform
1557,-1,Then why no one talking to me,talk
1558,-1,"Sir, I am waiting for your call�I have an urgent meeting later on..",sir wait urgent meeting later
1559,-1,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,hi dear urgnt know s problem want work problem tell wate reply
1560,-1,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,stop suggest stay able ors stool
1561,-1,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah happy return d day dear sweet heart happy birthday dear
1562,-1,Thanks for ve lovely wisheds. You rock,thank ve lovely wisheds rock
1563,-1,"I'm in solihull, | do you want anything?",' m solihull | want
1564,0,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,tone club sub expire 2 sub reply monoc 4 monos polyc 4 poly 1 weekly 150p week txt stop 2 stop msg free stream ph_number
1565,-1,Where r e meeting tmr?,r e meeting tmr
1566,-1,I asked sen to come chennai and search for job.,ask sen come chennai search job
1567,-1,Want to send me a virtual hug?... I need one,want send virtual hug need
1568,-1,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays...Gud mrng",night end day morning come special way smile like sunny ray gud mrng
1569,-1,HELLO PEACH! MY CAKE TASTS LUSH!,hello peach cake tast lush
1570,-1,"I can. But it will tell quite long, cos i haven't finish my film yet...",tell long cos finish film
1571,-1,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),spend new years brother family let plan meet week ready spoil
1572,-1,Wif my family booking tour package.,wif family booking tour package
1573,-1,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,finish yar say mushy embarrassed ok
1574,-1,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish,hey mr go sea view have couple gay mean game bell ya finish
1575,-1,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",erm woodland avenue parish magazine telephone number
1576,-1,Well I'm going to be an aunty!,' m go aunty
1577,-1,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,checking miss see jeremiah great month
1578,1,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,want explicit sex 30 sec ring ph_number cost 20p min
1579,1,"Please call our customer service representative on 7679046492 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.7,00,000. FL1PKART TEAM","customer service representative ph_number 10am-9pm w0n guarantee cash prize rs.7,00,000 fl1pkart team"
1580,-1,What's a feathery bowa? Is that something guys have that I don't know about?,feathery bowa guy know
1581,-1,Why did I wake up on my own &gt;:(,wake gt
1582,-1,If you are not coughing then its nothing,cough
1583,-1,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",know wot people wear t shirt jumper hat belt know r cribb
1584,-1,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin 2 bristol 1 st week april les got + rudi new yrs eve snoring.they drunk u bak college work send ink 2 bath
1585,-1,K..k:)where are you?how did you performed?,k kwhere you?how perform
1586,-1,Nice.nice.how is it working?,nice.nice.how work
1587,-1,32  am I think? Should say on syllabus,32 think syllabus
1588,-1,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,lol know hey great inpersonation flea forum love
1589,1,	What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,u want xmas 100 free text message new video phone half price line rental free 0800 0721072 find
1590,-1,Then what about further plan?,plan
1592,-1,3 pa but not selected.,3 pa select
1593,-1,I told that am coming on wednesday.,tell come wednesday
1594,-1,Thank You meet you monday,thank meet monday
1595,0,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,double mins txt orange 1/2 price linerental motorola sonyericsson b tooth free nokia free mobileupd8 ph_number or2optout hv9d
1596,0,Reduce Upto 6 Kgs in 30 Days with *ORIGINAL SAUNA SLIM BELT* MRP 1499 Com Direct Price 750 Book today & Get Acupressure Mat Free! For Booking Sms: SLIM to 57333,reduce upto 6 kg 30 day original sauna slim belt mrp 1499 com direct price 750 book today acupressure mat free booking sms slim 57333
1597,-1,Nt yet chikku..simple habba..hw abt u?,nt chikku simple habba hw abt u
1598,-1,Welp apparently he retired,welp apparently retire
1599,-1,I could ask carlos if we could get more if anybody else can chip in,ask carlos anybody chip
1600,-1,Be sure to check your yahoo email. We sent photos yesterday,sure check yahoo email send photo yesterday
1601,1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Cust care 07821230901,u secret admirer reveal think u r special ph_number opt cust care ph_number
1602,-1,Happy birthday... May u find ur prince charming soon n dun work too hard...,happy birthday u find ur prince charming soon n dun work hard
1603,-1,Which channel:-):-):):-).,channel
1604,-1,"Ta-Daaaaa! I am home babe, are you still up ?",ta daaaaa home babe
1605,-1,LOL that would be awesome payback.,lol awesome payback
1606,-1,"Yeah why not, is the gang all ready",yeah gang ready
1607,-1,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,congratulations ore mo owo wa enjoy wish happy moment fro
1608,0,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",stop club tone reply stop mix my-tone.com/enjoy html term club tone cost gbp4.50 week mfl po box 1146 mk45 2wt 2/3
1609,-1,You getting back any time soon?,get time soon
1610,-1,Great. Have a safe trip. Dont panic surrender all.,great safe trip not panic surrender
1611,-1,No let me do the math. Your not good at it.,let math good
1612,-1,"Ya tel, wats ur problem..",ya tel wat ur problem
1613,-1,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",hellogorgeous s u fone charge lst nitw wen u texd hopeu ad nice wkend m sure u lookin 4ward 2 c u 2mrw luv jaz
1614,-1,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,thanx4 today cer nice 2 catch ave 2 find time oh care c u soon.c
1615,-1,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,length e e short n get fringe thk ' m go liao lazy dun wan 2 distract u
1616,-1,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ill u 2mrw ninish address icky american freek will not stop callin 2 bad jen k eh
1617,-1,"Ok, be careful ! Don't text and drive !",ok careful text drive
1618,-1,Nope... Juz off from work...,nope juz work
1619,-1,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,u like dat dun buy ericsson oso oredi lar
1620,-1,Do you know when the result.,know result
1621,1,"Last Chance! Claim ur £350 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ.",chance claim ur £ 350 worth discount voucher today text shop 85023 savamob offer mobile t cs savamob pobox84 m263uz
1622,-1,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,wuld baby think mite break dont wanna crazy everyboy need lady xxxxxxxx
1623,-1,Hurry home. Soup is DONE!,hurry home soup
1624,1,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",urgent mobile number win £ 2000 bonus caller prize 10/06/03 2nd attempt reach ph_number asap box 97n7qp 150ppm
1625,-1,"Trust me. Even if isn't there, its there.",trust
1626,1,	Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,b floppy b snappy happy gay chat service photo upload ph_number 10p min 2 stop text ph_number
1628,-1,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,sound well evening m costume m sure time finish tomorrow txt end
1629,-1,Well if I'm that desperate I'll just call armand again,' m desperate armand
1630,-1,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ok ' m waliking ard u wan 2 buy ur house
1631,-1,That sucks. I'll go over so u can do my hair. You'll do it free right?,suck u hair free right
1632,0,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",hungry gay guy feel hungry 4 ph_number 10p min stop text ph_number 10p min
1633,-1,I jokin oni lar.. Ü busy then i wun disturb ü.,jokin oni lar u busy wun disturb u.
1634,-1,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,don‘t fly monkey wot think certainly don‘t mind friend
1635,-1,Will it help if we propose going back again tomorrow,help propose go tomorrow
1636,-1,K.i will send in  &lt;#&gt;  min:),k.i send min
1637,-1,Full heat pa:-) i have applyed oil pa.,heat pa applyed oil pa
1638,-1,Or ill be a little closer like at the bus stop on the same street,ill little close like bus stop street
1639,-1,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,skateboarding despite fact get throw wind bandage shit arm minute
1640,0,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,splashmobile choose 1000 gr8 tone wk subscrition service weekly tone cost 300p u credit kick enjoy
1641,-1,Ok thanks..dats wonderful�,ok thank dats wonderful
1642,-1,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,poke man everyday teach canada abi say hi
1643,-1,Have your lunch and come quickly and open the door:),lunch come quickly open door
1644,-1,Guess who spent all last night phasing in and out of the fourth dimension,guess spend night phase fourth dimension
1645,-1,"What part of ""don't initiate"" don't you understand",initiate understand
1646,-1,Yup... I havent been there before... You want to go for the yoga? I can call up to book,yup not want yoga book
1647,-1,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",aiyo u c ex dunno abt mei haven reply time u reply fast y lucky workin huh get bao ur sugardad ah gee
1648,-1,Ü go home liao? Ask dad to pick me up at 6...,u home liao ask dad pick 6
1649,-1,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,love ya try budget money well babe gary freak know
1650,-1,Dear i have reache room,dear reache room
1651,-1,Omg it could snow here tonite!,omg snow tonite
1652,-1,I sent your maga that money yesterday oh.,send maga money yesterday oh
1653,-1,Aaooooright are you at work?,aaooooright work
1654,-1,No my mum went 2 dentist.,mum go 2 dentist
1655,-1,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",hello yeah ' ve get bath need hair come ' m yeah
1656,1,	Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,mobile 11 month u r entitle update late colour mobile camera free mobile update co free ph_number
1658,-1,It certainly puts things into perspective when something like this happens,certainly put thing perspective like happen
1660,-1,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),s cool slow gentle sonetimes rough hard
1661,-1,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",god ask forgiveness little child give lovely reply d wonderful fruit tree give hurt stone good night
1662,0,"Property Bhi Aapki Rent Bhi Aapka, Invest Rs 17k Lacs in Fully Furnished Office Spaces & Earn Rs 17k per Month Wid Bank Guarantee, Noida Cont.9990584817",property bhi aapki rent bhi aapka invest r 17k lac fully furnish office space earn rs 17k month wid bank guarantee noida cont . ph_number
1663,-1,I'm really sorry I lit your hair on fire,' m sorry light hair fire
1664,-1,O. Guess they both got screwd,o. guess get screwd
1665,0,n 45days Reduce Fat(8 Inch)use*SAUNA SLIM BELT*(650) VIBRATION BELT(999) NCR(50Rs Extra)+Free YOKO Call Now:9268250573/931130487,n 45day reduce fat 8 inch)use*sauna slim belt 650 vibration belt 999 ncr 50r extra)+free yoko now : ph_number 931130487
1666,-1,Change windows logoff sound..,change window logoff sound
1667,-1,"That's cool, I'll come by like  &lt;#&gt; ish",cool come like ish
1668,-1,Pls help me tell Ashley that i cant find her number oh,pls help tell ashley not find number oh
1669,-1,Ok going to sleep. Hope i can meet her.,ok go sleep hope meet
1670,-1,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,aww nearly dead!well jez iscoming todo workand whilltake forever
1671,1,	Loa!! Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help',loa homeowner + tenant welcome previously refuse help free 0800 1956669 text help
1672,0,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won.  Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special 500 pound genuine hmv voucher win play send hmv 86688 info www.100percent real.com
1673,-1,See the forwarding message for proof,forward message proof
1674,-1,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,walk hour 2 c u doesnt care y will not u believe m
1675,1,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,email 2morow 28/5 soiree speciale zouk nichols paris.free rose 2 lady info ph_number ph_number
1676,1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,award sipix digital camera ph_number landline delivery 28day t cs box177 m221bp 2yr warranty 150ppm 16 p p£3.99
1677,-1,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",good afternoon sexy buns go job search wake thought love wish fine happy know adore
1679,-1,We stopped to get ice cream and will go back after,stop ice cream
1680,0,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,sm service inclusive text credit pl gotto www.comuk.net login 3qxj9 unsubscribe stop extra charge help ph_number comuk.220cm2 9ae
1681,-1,Or I guess  &lt;#&gt;  min,guess min
1682,-1,Da is good good player.why he is unsold.,da good good player.why unsold
1683,-1,"Turns out my friends are staying for the whole show and won't be back til some time , so feel free to go ahead and smoke that worth  worth",turn friend stay wo til time feel free ahead smoke worth worth
1684,1,"Local Covid19 Study: Compensation up to $1,220! Qualify Here:1200cash4study1.com/","local covid19 study compensation $ 1,220 qualify here:1200cash4study1.com/"
1685,-1,I'm always looking for an excuse to be in the city.,' m look excuse city
1686,-1,My drive can only be read. I need to write,drive read need write
1687,-1,"If e timing can, then i go w u lor...",e timing w u lor
1688,0,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,wamma laid?want real doggin location send direct mobile join uks large dogging network txt dog 69696 now!nyt ec2a 3lp £ 1.50 msg
1689,-1,Juz go google n search 4 qet...,juz google n search 4 qet
1690,-1,Did you show him and wot did he say or could u not c him 4 dust?,wot u c 4 dust
1691,-1,Midnight at the earliest,midnight early
1693,-1,Omg how did u know what I ate?,omg u know eat
1694,-1,Ok. I asked for money how far,ok ask money far
1695,-1,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,miss ' m desparate record message leave day listen hear sound voice love
1696,-1,Ya had just now.onion roast.,ya now.onion roast
1697,-1," All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..","aeronautic professor wer calld wer askd 2 sit aeroplane aftr sat wer tell dat plane ws student dey hurry d plane bt 1 nt said:""if student will not start datz confidence"
1699,1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,todays vodafone number end 0089 digit select receive £ 350 award number match ph_number claim £ 350 award
1700,1,Welcome to Paytm payment bank your re verification done successful in your wallet get 1205 cashback click in link and login your paytm http://7e4d6417.ngrok.io/paytm,welcome paytm payment bank verification successful wallet 1205 cashback click link login paytm http://7e4d6417.ngrok.io/paytm
1701,0,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",goal arsenal 4 henry 7 v liverpool 2 henry score simple shot 6 yard pass bergkamp arsenal 2 goal margin 78 min
1702,-1,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",good afternoon love go day wake early online wait hmmm italian boy online grin
1703,1,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.10,00,000 prize GUARANTEED. Call 8536074310. Claim Code K52. Valid 12hrs only. ","urgent dear fl1pkart customer try contact weekend draw show w0n rs.10,00,000 prize guarantee ph_number claim code k52 valid 12hr"
1704,0,"moneycontrol.com now on your BlackBerry! Get stock quotes,  track your portfolio,  watch LIVE TV & more.Get the FREE app at http://m.moneycontrol.com/MoM",moneycontrol.com blackberry stock quote track portfolio watch live tv more.get free app http://m.moneycontrol.com/mom
1705,-1,Yes:)here tv is always available�,yeshere tv available
1706,-1,Does not operate after  &lt;#&gt;  or what,operate
1708,1,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,try reply sms video mobile 750 min unlimited text + free camcorder reply ph_number
1709,-1,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",save stress person dorm account send account detail money send
1710,0,Free Top ringtone -sub to weekly ringtone-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free ringtone -sub weekly ringtone send subpoly 81618-?3 week stop sms- ph_number
1711,-1,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,god love limit god grace measure god power boundary u god endless blessing ur life gud ni8
1712,0,New TEXTBUDDY Chat 2  guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,new textbuddy chat 2 guy ur area 4 25p free 2 receive search postcode gaytextbuddy.com txt 89693 ph_number rpl stop 2 cnl
1713,-1,"Thanks, I'll keep that in mind",thank mind
1714,-1,"As in missionary hook up, doggy hook up, standing...|",missionary hook doggy hook standing |
1715,-1,"When you just put in the + sign, choose my number and the pin will show. Right?",+ sign choose number pin right
1716,-1,Dear we are going to our rubber place,dear go rubber place
1717,1,"DUETO THE CENTRAL BANK DIRECTIVE WITH REGARDS TO BVN UPDATE,YOUR ATM CARD HAS BEEN DE-ACTIVATED,TO RE-ACTIVATE CALL CUSTOMER CARE ON 08125000070",dueto central bank directive regard bvn update atm card de activated activate customer care ph_number
1718,-1,Dont put your phone on silent mode ok,nt phone silent mode ok
1719,-1,No need lar i go engin? Cos my sis at arts today...,need lar engin cos sis art today
1721,-1,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They dont know that Iam addicted to my sweet Friends..!! ",people msgs think iam addicted msging wrong bcoz not know iam addicted sweet friend
1722,-1,En chikku nange bakra msg kalstiya..then had tea/coffee?,en chikku nange bakra msg kalstiya tea coffee
1723,-1,Am okay. Will soon be over. All the best,okay soon good
1724,-1,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",okay shining mean signing sound well
1725,-1,Dont talk to him ever ok its my word.,nt talk ok word
1726,-1,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,' ve send wife text buy tell relax wkend
1727,-1,TaKe CaRE n gET WeLL sOOn,care n soon
1728,-1,Today my system sh get ready.all is well and i am also in the deep well,today system sh ready.all deep
1729,0,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,email alertfrom jeri stewartsize 2kbsubject low cost prescripiton drvgsto listen email 123
1730,-1,Am going to take bath ill place the key in window:-),go bath ill place key window
1731,0,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,warner village 83118 c colin farrell swat wkend @warner village 1 free med popcorn!just email 4 7/12 c t&c @kiosk reply sony 4 mre film offer
1732,-1,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,ring come guy costume gift future yowife hint hint
1733,-1,I am going to film 2day da. At 6pm. Sorry da.,go film 2day da 6 pm sorry da
1734,-1,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,little med 8 hour 5 pain take hope die
1735,-1,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,connection today refund bill
1736,-1,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,want tell bad feel basically time text lately need drug
1737,-1,NEFT Transaction with reference number 456367 for Rs.9000  has been credited to the beneficiary account on 5th jan at 3.00PM.,neft transaction reference number 456367 rs.9000 credit beneficiary account 5th jan 3.00pm
1738,-1,I'm awake oh. What's up.,' m awake oh
1739,-1,You still around? I could use a half-8th,use half-8th
1740,-1,Ryder unsold.now gibbs.,ryder unsold.now gibbs
1741,-1,I will spoil you in bed as well :),spoil bed
1742,-1,"Probably not, I'm almost out of gas and I get some cash tomorrow",probably ' m gas cash tomorrow
1743,-1,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,good afternoon boytoy go walk day police abstract wake miss babe
1744,-1,"God picked up a flower and dipped it in a DEW, lovingly touched it which turned into YOU, and the he gifted to me and said,THIS IS YOUR LOVE",god pick flower dip dew lovingly touch turn gifted say love
1745,-1,Are you driving or training?,driving training
1746,-1,I have lost 10 kilos as of today!,lose 10 kilo today
1747,-1,K.k.how is your business now?,k.k.how business
1748,-1,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",life strict teacher bcoz teacher teach lesson conduct exam life conduct exam teach lesson happy morning
1749,-1,Why nothing. Ok anyway give me treat,ok treat
1750,-1,Ok.ok ok..then..whats ur todays plan..can we be together?,ok.ok ok s ur todays plan
1751,1,"As a valued customer, I am pleased to advise you that following recent review of your Mobile No. you are awarded with a Rs.7,00,000 Bonus Prize, call 7679046492","value customer please advise follow recent review mobile award rs.7,00,000 bonus prize ph_number"
1752,0,"cmon babe,  Txt me your fantasy now babe -) need you now. All replies cost £1.50. 2 cancel send STOP",cmon babe txt fantasy babe need reply cost £ 1.50 2 cancel send stop
1753,-1,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",brainless baby doll : -d vehicle sariyag drive madoke barolla
1754,-1,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",' m smoke people use wylie smoke justify ruin shit
1756,-1,Cold. Dont be sad dear,cold not sad dear
1757,-1,Hi.:)technical support.providing assistance to us customer through call and email:),hi.technical support.providing assistance customer email
1758,-1,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,hey sathya till dint meet single time see situation sathya
1759,-1,Cos darren say ü considering mah so i ask ü...,cos darren u consider mah ask u
1760,-1,Carlos says he'll be at mu in  &lt;#&gt;  minutes,carlos say mu minute
1761,-1,Wanna do some art?! :D,wanna art d
1762,-1,"Night has ended for another day, morning has come in a special way. GOOD MORNING",night end day morning come special way good morning
1763,-1,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,internet connection v slow can‘t send try later thing tomo
1764,-1,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",know give break time woul lead want miss curfew go to gibe til midnight movie go to til 2 need come home need getsleep need b studdye ear training
1765,0,reat Investment with assured return *Commercial space by AIMS Sanya *0km frm Delhi *Nr Metro Station *Sec-15 Noida @ 9500/sqft Call 995309696,reat investment assure return commercial space aim sanya 0 km frm delhi nr metro station sec-15 noida 9500 sqft 995309696
1766,1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,u know ask dating service 2 contact nt guess ph_number reveal po box385 m6 6wu
1767,-1,"whatever, im pretty pissed off.",m pretty pissed
1768,-1,"Sorry, I'll call later�.message me if urgent�",sorry later .message urgent
1769,1,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",orange customer claim free camera phone upgrade loyalty ph_number offer end 14thmarch t&c apply opt availa
1770,-1,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,yun ah.now u wkg where?btw u nus sc u wana specialise wad
1771,-1,Now only i reached home. . . I am very tired now. .will talk to u tomorrow,reach home tired .will talk u tomorrow
1772,-1,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,oh way food fridge want meal tonight
1774,-1,S now only i took tablets . Reaction morning only.,s take tablet reaction morning
1775,0,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days Helpline 08706091795,u subscribe good mobile content service uk £ 3 10 day helpline ph_number
1776,-1,Ya just telling abt tht incident..,ya tell abt tht incident
1777,-1,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,hey forget possession property mmm childish smile
1778,-1,Please da call me any mistake from my side sorry da. Pls da goto doctor.,da mistake sorry da pls da goto doctor
1779,1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",congrat 2 mobile 3 g videophone r ph_number videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm
1781,-1,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,tot u outside cos darren u come shopping course nice wat jus go sim lim look mp3 player
1782,-1,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",nt worry 1 day big lambu ji vl come til enjoy batchlor party
1783,-1,Ok. But i finish at 6.,ok finish 6
1784,-1,Thanks chikku..:-) gud nyt:-*,thank chikku gud nyt:-
1785,0,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",hi 2night ur lucky night uve invite 2 xchat uks wild chat txt chat 86688 150p msgrcvdhg suite342/2lands row w1j6hl ldn 18yrs
1786,-1,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,yeah like go like friend imma flip shit like half hour
1787,-1,I am in your office na.,office na
1788,-1,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,lol yep yesterday got fireplace icon sitting
1789,-1,Discussed with your mother ah?,discuss mother ah
1790,0,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1 polyphonic tone 4 ur mob week txt pt2 87575 1st tone free txtin tell ur friend 150p tone 16 reply hl 4info
1791,-1,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,u ask darren n pick u lor oso sian tmr haf 2 meet lect
